<AQUIFER>,,
Bore,Depth_Water,WL_Date
TV Bunch-Kirkwood,45.5,9-Nov-09
TV Bunch-Kirkwood,47.84,14-Jan-10
TV Bunch-Kirkwood,49.51,8-Mar-10
TV Bunch-Kirkwood,51.33,10-May-10
TV Bunch-Kirkwood,48.93,20-Jul-10
TV Bunch-Kirkwood,45.66,21-Sep-10
TV Bunch-Kirkwood,45.62,15-Nov-10
TV Bunch-Kirkwood,47.88,25-Jan-11
TV Bunch-Kirkwood,47.9,31-Jan-11
TV Bunch-Kirkwood,50.9,13-May-11
TV Bunch-Kirkwood,50.92,18-May-11
TV Bunch-Kirkwood,48.47,20-Jul-11
TV Bunch-Kirkwood,45.22,21-Sep-11
TV Bunch-Kirkwood,45.78,9-Dec-11
TV Bunch-Kirkwood,47.06,11-Jan-12
TV Bunch-Kirkwood,49.96,9-Apr-12
TV Bunch-Kirkwood,50.35,30-May-12
TV Bunch-Kirkwood,47.63,1-Aug-12
TV Bunch-Kirkwood,44.54,26-Sep-12
TV Bunch-Kirkwood,50.15,25-Nov-13
TV Bunch-Kirkwood,53.84,29-Apr-14
TV Bunch-Kirkwood,50.53,1-Aug-14
TV Bunch-Kirkwood,47.1,23-Sep-14
TV Bunch-Kirkwood,49.69,24-Jan-15
TV Bunch-Kirkwood,51,25-Mar-15
TV Bunch-Kirkwood,51.4,4-Jun-15
TV Bunch-Kirkwood,46.18,14-Sep-15
TV Bunch-Kirkwood,52.87,1-Jun-16
TV Bunch-Kirkwood,54.48,2-Jun-16
TV Bunch-Kirkwood,52.76,2-Jun-16
TV Bunch-Kirkwood,54.45,3-Jun-16
TV Bunch-Kirkwood,53.87,3-Jun-16
TV Bunch-Kirkwood,52.68,4-Jun-16
TV Bunch-Kirkwood,52.71,4-Jun-16
TV Bunch-Kirkwood,52.88,5-Jun-16
TV Bunch-Kirkwood,54.54,5-Jun-16
TV Bunch-Kirkwood,53.01,6-Jun-16
TV Bunch-Kirkwood,53.07,6-Jun-16
TV Bunch-Kirkwood,53.15,7-Jun-16
TV Bunch-Kirkwood,53.02,7-Jun-16
TV Bunch-Kirkwood,53.31,8-Jun-16
TV Bunch-Kirkwood,53.78,8-Jun-16
TV Bunch-Kirkwood,53.22,9-Jun-16
TV Bunch-Kirkwood,54.41,9-Jun-16
TV Bunch-Kirkwood,53.06,10-Jun-16
TV Bunch-Kirkwood,53.05,10-Jun-16
TV Bunch-Kirkwood,52.83,11-Jun-16
TV Bunch-Kirkwood,52.68,11-Jun-16
TV Bunch-Kirkwood,52.64,12-Jun-16
TV Bunch-Kirkwood,52.58,12-Jun-16
TV Bunch-Kirkwood,52.79,13-Jun-16
TV Bunch-Kirkwood,52.85,13-Jun-16
TV Bunch-Kirkwood,52.95,14-Jun-16
TV Bunch-Kirkwood,52.8,14-Jun-16
TV Bunch-Kirkwood,52.86,15-Jun-16
TV Bunch-Kirkwood,54.45,15-Jun-16
TV Bunch-Kirkwood,53.5,16-Jun-16
TV Bunch-Kirkwood,52.57,16-Jun-16
TV Bunch-Kirkwood,52.58,17-Jun-16
TV Bunch-Kirkwood,53.23,17-Jun-16
TV Bunch-Kirkwood,52.64,18-Jun-16
TV Bunch-Kirkwood,52.84,18-Jun-16
TV Bunch-Kirkwood,52.28,19-Jun-16
TV Bunch-Kirkwood,52.65,19-Jun-16
TV Bunch-Kirkwood,52.74,20-Jun-16
TV Bunch-Kirkwood,52.4,20-Jun-16
TV Bunch-Kirkwood,52.62,21-Jun-16
TV Bunch-Kirkwood,52.26,21-Jun-16
TV Bunch-Kirkwood,52.41,22-Jun-16
TV Bunch-Kirkwood,52.42,22-Jun-16
TV Bunch-Kirkwood,53,23-Jun-16
TV Bunch-Kirkwood,53.57,23-Jun-16
TV Bunch-Kirkwood,52.95,24-Jun-16
TV Bunch-Kirkwood,53.16,24-Jun-16
TV Bunch-Kirkwood,52.59,25-Jun-16
TV Bunch-Kirkwood,53.35,25-Jun-16
TV Bunch-Kirkwood,52.3,26-Jun-16
TV Bunch-Kirkwood,53.35,26-Jun-16
TV Bunch-Kirkwood,52.88,27-Jun-16
TV Bunch-Kirkwood,52.21,27-Jun-16
TV Bunch-Kirkwood,52.23,28-Jun-16
TV Bunch-Kirkwood,52.78,28-Jun-16
TV Bunch-Kirkwood,53.48,29-Jun-16
TV Bunch-Kirkwood,53.45,29-Jun-16
TV Bunch-Kirkwood,53.68,30-Jun-16
TV Bunch-Kirkwood,52.18,30-Jun-16
TV Bunch-Kirkwood,52.17,1-Jul-16
TV Bunch-Kirkwood,53.34,1-Jul-16
TV Bunch-Kirkwood,52.19,2-Jul-16
TV Bunch-Kirkwood,53.46,2-Jul-16
TV Bunch-Kirkwood,52.16,3-Jul-16
TV Bunch-Kirkwood,52.07,3-Jul-16
TV Bunch-Kirkwood,52.1,4-Jul-16
TV Bunch-Kirkwood,52,4-Jul-16
TV Bunch-Kirkwood,52.07,5-Jul-16
TV Bunch-Kirkwood,52,5-Jul-16
TV Bunch-Kirkwood,52.06,6-Jul-16
TV Bunch-Kirkwood,51.94,6-Jul-16
TV Bunch-Kirkwood,52.15,7-Jul-16
TV Bunch-Kirkwood,51.94,7-Jul-16
TV Bunch-Kirkwood,53.18,8-Jul-16
TV Bunch-Kirkwood,51.96,8-Jul-16
TV Bunch-Kirkwood,51.94,9-Jul-16
TV Bunch-Kirkwood,51.83,9-Jul-16
TV Bunch-Kirkwood,52.48,10-Jul-16
TV Bunch-Kirkwood,51.81,10-Jul-16
TV Bunch-Kirkwood,51.7,11-Jul-16
TV Bunch-Kirkwood,51.63,11-Jul-16
TV Bunch-Kirkwood,51.76,12-Jul-16
TV Bunch-Kirkwood,51.76,12-Jul-16
TV Bunch-Kirkwood,51.62,13-Jul-16
TV Bunch-Kirkwood,51.47,13-Jul-16
TV Bunch-Kirkwood,51.52,14-Jul-16
TV Bunch-Kirkwood,51.48,14-Jul-16
TV Bunch-Kirkwood,52.68,15-Jul-16
TV Bunch-Kirkwood,51.59,15-Jul-16
TV Bunch-Kirkwood,51.64,16-Jul-16
TV Bunch-Kirkwood,51.55,16-Jul-16
TV Bunch-Kirkwood,51.62,17-Jul-16
TV Bunch-Kirkwood,51.63,17-Jul-16
TV Bunch-Kirkwood,51.66,18-Jul-16
TV Bunch-Kirkwood,51.53,18-Jul-16
TV Bunch-Kirkwood,52.7,19-Jul-16
TV Bunch-Kirkwood,51.5,19-Jul-16
TV Bunch-Kirkwood,52.69,20-Jul-16
TV Bunch-Kirkwood,51.35,20-Jul-16
TV Bunch-Kirkwood,51.39,21-Jul-16
TV Bunch-Kirkwood,51.37,21-Jul-16
TV Bunch-Kirkwood,53.34,22-Jul-16
TV Bunch-Kirkwood,51.2,22-Jul-16
TV Bunch-Kirkwood,52.05,23-Jul-16
TV Bunch-Kirkwood,51.09,23-Jul-16
TV Bunch-Kirkwood,51.16,24-Jul-16
TV Bunch-Kirkwood,51.13,24-Jul-16
TV Bunch-Kirkwood,51.19,25-Jul-16
TV Bunch-Kirkwood,51.12,25-Jul-16
TV Bunch-Kirkwood,51.64,26-Jul-16
TV Bunch-Kirkwood,51.11,26-Jul-16
TV Bunch-Kirkwood,51.12,27-Jul-16
TV Bunch-Kirkwood,51.03,27-Jul-16
TV Bunch-Kirkwood,51.5,28-Jul-16
TV Bunch-Kirkwood,50.99,28-Jul-16
TV Bunch-Kirkwood,51.61,29-Jul-16
TV Bunch-Kirkwood,51.01,29-Jul-16
TV Bunch-Kirkwood,51.15,30-Jul-16
TV Bunch-Kirkwood,51.11,30-Jul-16
TV Bunch-Kirkwood,51.15,31-Jul-16
TV Bunch-Kirkwood,51.9,31-Jul-16
TV Bunch-Kirkwood,50.98,1-Aug-16
TV Bunch-Kirkwood,50.87,1-Aug-16
TV Bunch-Kirkwood,51.85,2-Aug-16
TV Bunch-Kirkwood,50.85,2-Aug-16
TV Bunch-Kirkwood,51.27,3-Aug-16
TV Bunch-Kirkwood,50.6,3-Aug-16
TV Bunch-Kirkwood,50.7,4-Aug-16
TV Bunch-Kirkwood,50.68,4-Aug-16
TV Bunch-Kirkwood,50.81,5-Aug-16
TV Bunch-Kirkwood,50.84,5-Aug-16
TV Bunch-Kirkwood,50.86,6-Aug-16
TV Bunch-Kirkwood,50.83,6-Aug-16
TV Bunch-Kirkwood,50.92,7-Aug-16
TV Bunch-Kirkwood,50.78,7-Aug-16
TV Bunch-Kirkwood,50.8,8-Aug-16
TV Bunch-Kirkwood,50.67,8-Aug-16
TV Bunch-Kirkwood,51.16,9-Aug-16
TV Bunch-Kirkwood,50.56,9-Aug-16
TV Bunch-Kirkwood,50.52,10-Aug-16
TV Bunch-Kirkwood,50.44,10-Aug-16
TV Bunch-Kirkwood,50.47,11-Aug-16
TV Bunch-Kirkwood,50.34,11-Aug-16
TV Bunch-Kirkwood,50.38,12-Aug-16
TV Bunch-Kirkwood,50.29,12-Aug-16
TV Bunch-Kirkwood,50.82,13-Aug-16
TV Bunch-Kirkwood,50.3,13-Aug-16
TV Bunch-Kirkwood,50.42,14-Aug-16
TV Bunch-Kirkwood,50.39,14-Aug-16
TV Bunch-Kirkwood,50.4,15-Aug-16
TV Bunch-Kirkwood,50.32,15-Aug-16
TV Bunch-Kirkwood,50.33,16-Aug-16
TV Bunch-Kirkwood,50.3,16-Aug-16
TV Bunch-Kirkwood,50.31,17-Aug-16
TV Bunch-Kirkwood,50.29,17-Aug-16
TV Bunch-Kirkwood,50.27,18-Aug-16
TV Bunch-Kirkwood,50.21,18-Aug-16
TV Bunch-Kirkwood,50.23,19-Aug-16
TV Bunch-Kirkwood,50.15,19-Aug-16
TV Bunch-Kirkwood,50.15,20-Aug-16
TV Bunch-Kirkwood,50.07,20-Aug-16
TV Bunch-Kirkwood,50.2,21-Aug-16
TV Bunch-Kirkwood,50.14,21-Aug-16
TV Bunch-Kirkwood,50.22,22-Aug-16
TV Bunch-Kirkwood,50.04,22-Aug-16
TV Bunch-Kirkwood,50.02,23-Aug-16
TV Bunch-Kirkwood,49.85,23-Aug-16
TV Bunch-Kirkwood,49.87,24-Aug-16
TV Bunch-Kirkwood,49.8,24-Aug-16
TV Bunch-Kirkwood,49.84,25-Aug-16
TV Bunch-Kirkwood,49.77,25-Aug-16
TV Bunch-Kirkwood,49.86,26-Aug-16
TV Bunch-Kirkwood,49.82,26-Aug-16
TV Bunch-Kirkwood,49.87,27-Aug-16
TV Bunch-Kirkwood,49.81,27-Aug-16
TV Bunch-Kirkwood,49.84,28-Aug-16
TV Bunch-Kirkwood,49.62,28-Aug-16
TV Bunch-Kirkwood,49.64,29-Aug-16
TV Bunch-Kirkwood,49.62,29-Aug-16
TV Bunch-Kirkwood,49.68,30-Aug-16
TV Bunch-Kirkwood,49.69,30-Aug-16
TV Bunch-Kirkwood,49.72,31-Aug-16
TV Bunch-Kirkwood,49.67,31-Aug-16
TV Bunch-Kirkwood,49.7,1-Sep-16
TV Bunch-Kirkwood,49.6,1-Sep-16
TV Bunch-Kirkwood,49.65,2-Sep-16
TV Bunch-Kirkwood,49.5,2-Sep-16
TV Bunch-Kirkwood,49.54,3-Sep-16
TV Bunch-Kirkwood,49.53,3-Sep-16
TV Bunch-Kirkwood,49.63,4-Sep-16
TV Bunch-Kirkwood,49.63,4-Sep-16
TV Bunch-Kirkwood,49.49,5-Sep-16
TV Bunch-Kirkwood,49.36,5-Sep-16
TV Bunch-Kirkwood,49.37,6-Sep-16
TV Bunch-Kirkwood,49.4,6-Sep-16
TV Bunch-Kirkwood,49.27,7-Sep-16
TV Bunch-Kirkwood,49.14,7-Sep-16
TV Bunch-Kirkwood,49.19,8-Sep-16
TV Bunch-Kirkwood,49.07,8-Sep-16
TV Bunch-Kirkwood,49.06,9-Sep-16
TV Bunch-Kirkwood,48.89,9-Sep-16
TV Bunch-Kirkwood,48.93,10-Sep-16
TV Bunch-Kirkwood,48.95,10-Sep-16
TV Bunch-Kirkwood,49.09,11-Sep-16
TV Bunch-Kirkwood,49.24,11-Sep-16
TV Bunch-Kirkwood,49.17,12-Sep-16
TV Bunch-Kirkwood,49.09,12-Sep-16
TV Bunch-Kirkwood,49.42,13-Sep-16
TV Bunch-Kirkwood,49,13-Sep-16
TV Bunch-Kirkwood,49.03,14-Sep-16
TV Bunch-Kirkwood,48.87,14-Sep-16
TV Bunch-Kirkwood,48.79,15-Sep-16
TV Bunch-Kirkwood,48.7,15-Sep-16
TV Bunch-Kirkwood,48.71,16-Sep-16
TV Bunch-Kirkwood,48.68,16-Sep-16
TV Bunch-Kirkwood,48.75,17-Sep-16
TV Bunch-Kirkwood,48.72,17-Sep-16
TV Bunch-Kirkwood,48.79,18-Sep-16
TV Bunch-Kirkwood,48.68,18-Sep-16
TV Bunch-Kirkwood,48.7,19-Sep-16
TV Bunch-Kirkwood,48.63,19-Sep-16
TV Bunch-Kirkwood,48.7,20-Sep-16
TV Bunch-Kirkwood,49.4,20-Sep-16
TV Bunch-Kirkwood,48.75,21-Sep-16
TV Bunch-Kirkwood,48.7,21-Sep-16
TV Bunch-Kirkwood,48.8,22-Sep-16
TV Bunch-Kirkwood,48.72,22-Sep-16
TV Bunch-Kirkwood,48.68,23-Sep-16
TV Bunch-Kirkwood,48.6,23-Sep-16
TV Bunch-Kirkwood,48.45,24-Sep-16
TV Bunch-Kirkwood,48.25,24-Sep-16
TV Bunch-Kirkwood,48.16,25-Sep-16
TV Bunch-Kirkwood,48.08,25-Sep-16
TV Bunch-Kirkwood,48.13,26-Sep-16
TV Bunch-Kirkwood,48.15,26-Sep-16
TV Bunch-Kirkwood,48.3,27-Sep-16
TV Bunch-Kirkwood,48.31,27-Sep-16
TV Bunch-Kirkwood,48.36,28-Sep-16
TV Bunch-Kirkwood,48.34,28-Sep-16
TV Bunch-Kirkwood,48.41,29-Sep-16
TV Bunch-Kirkwood,48.32,29-Sep-16
TV Bunch-Kirkwood,48.3,30-Sep-16
TV Bunch-Kirkwood,48.25,30-Sep-16
TV Bunch-Kirkwood,48.35,1-Oct-16
TV Bunch-Kirkwood,48.19,1-Oct-16
TV Bunch-Kirkwood,48.24,2-Oct-16
TV Bunch-Kirkwood,48.29,2-Oct-16
TV Bunch-Kirkwood,48.33,3-Oct-16
TV Bunch-Kirkwood,48.24,3-Oct-16
TV Bunch-Kirkwood,48.2,4-Oct-16
TV Bunch-Kirkwood,48.13,4-Oct-16
TV Bunch-Kirkwood,48.13,5-Oct-16
TV Bunch-Kirkwood,48.05,5-Oct-16
TV Bunch-Kirkwood,47.97,6-Oct-16
TV Bunch-Kirkwood,47.83,6-Oct-16
TV Bunch-Kirkwood,47.85,7-Oct-16
TV Bunch-Kirkwood,47.83,7-Oct-16
TV Bunch-Kirkwood,47.85,8-Oct-16
TV Bunch-Kirkwood,47.84,8-Oct-16
TV Bunch-Kirkwood,47.96,9-Oct-16
TV Bunch-Kirkwood,47.97,9-Oct-16
TV Bunch-Kirkwood,48.05,10-Oct-16
TV Bunch-Kirkwood,47.97,10-Oct-16
TV Bunch-Kirkwood,47.96,11-Oct-16
TV Bunch-Kirkwood,47.81,11-Oct-16
TV Bunch-Kirkwood,47.77,12-Oct-16
TV Bunch-Kirkwood,47.77,12-Oct-16
TV Bunch-Kirkwood,47.89,13-Oct-16
TV Bunch-Kirkwood,47.93,13-Oct-16
TV Bunch-Kirkwood,48.23,14-Oct-16
TV Bunch-Kirkwood,48.11,14-Oct-16
TV Bunch-Kirkwood,48.13,15-Oct-16
TV Bunch-Kirkwood,48.2,15-Oct-16
TV Bunch-Kirkwood,48.3,16-Oct-16
TV Bunch-Kirkwood,48.21,16-Oct-16
TV Bunch-Kirkwood,48.37,17-Oct-16
TV Bunch-Kirkwood,48.1,17-Oct-16
TV Bunch-Kirkwood,48.03,18-Oct-16
TV Bunch-Kirkwood,47.94,18-Oct-16
TV Bunch-Kirkwood,47.78,19-Oct-16
TV Bunch-Kirkwood,47.63,19-Oct-16
TV Bunch-Kirkwood,47.69,20-Oct-16
TV Bunch-Kirkwood,47.77,20-Oct-16
TV Bunch-Kirkwood,47.89,21-Oct-16
TV Bunch-Kirkwood,48.01,21-Oct-16
TV Bunch-Kirkwood,48.15,22-Oct-16
TV Bunch-Kirkwood,48.06,22-Oct-16
TV Bunch-Kirkwood,48.13,23-Oct-16
TV Bunch-Kirkwood,48.09,23-Oct-16
TV Bunch-Kirkwood,48.2,24-Oct-16
TV Bunch-Kirkwood,48.16,24-Oct-16
TV Bunch-Kirkwood,48.17,25-Oct-16
